site_id,building_id,primary_use,square_feet,year_built,floor_count
9,969,Education,193723,1976.0,1.0
9,970,Services,346056,1976.0,1.0
9,971,Lodging/residential,301307,1976.0,1.0
9,972,Education,282152,1976.0,1.0
9,973,Office,193960,1976.0,1.0
9,974,Education,186572,1976.0,1.0
9,975,Entertainment/public assembly,426472,1976.0,1.0
9,976,Education,59498,1976.0,1.0
9,977,Office,8837,1976.0,1.0
9,978,Education,258491,1976.0,1.0
9,979,Entertainment/public assembly,52357,1976.0,1.0
9,980,Entertainment/public assembly,34819,1976.0,1.0
9,981,Education,167055,1976.0,1.0
9,982,Services,373416,1976.0,1.0
9,983,Entertainment/public assembly,122122,1976.0,1.0
9,984,Services,214252,1976.0,1.0
9,985,Office,34758,1976.0,1.0
9,986,Office,34072,1976.0,1.0
9,987,Education,166395,1976.0,1.0
9,988,Office,24463,1976.0,1.0
9,989,Education,168696,1976.0,1.0
9,990,Office,82939,1976.0,1.0
9,991,Education,57811,1976.0,1.0
9,992,Office,51483,1976.0,1.0
9,993,Education,428647,1976.0,1.0
9,994,Education,108392,1976.0,1.0
9,995,Education,46230,1976.0,1.0
9,996,Education,77632,1976.0,1.0
9,997,Office,38173,1976.0,1.0
10,998,Education,173479,1976.0,1.0
10,999,Education,113580,1976.0,2.0
10,1000,Education,121146,1976.0,2.0
10,1001,Other,4482,1976.0,1.0
10,1002,Entertainment/public assembly,161969,1976.0,1.0
10,1003,Education,94751,1976.0,3.0
10,1004,Education,74886,1976.0,2.0
10,1005,Office,26325,1976.0,1.0
10,1006,Office,26948,1976.0,1.0
10,1007,Office,41933,1976.0,2.0
10,1008,Education,74420,1976.0,2.0
10,1009,Education,21892,1976.0,2.0
10,1010,Office,11419,1976.0,1.0
10,1011,Education,65144,1976.0,4.0
10,1012,Education,23112,1976.0,2.0
10,1013,Education,67377,1976.0,3.0
10,1014,Office,43094,1976.0,3.0
10,1015,Other,4607,1976.0,1.0
10,1016,Other,10103,1976.0,1.0
10,1017,Technology/science,109263,1976.0,6.0
10,1018,Education,186840,1976.0,2.0
10,1019,Entertainment/public assembly,39788,1976.0,5.0
10,1020,Entertainment/public assembly,22101,1976.0,2.0
10,1021,Entertainment/public assembly,213762,1976.0,2.0
10,1022,Education,84346,1976.0,2.0
10,1023,Education,87976,1976.0,2.0
10,1024,Education,53855,1976.0,2.0
10,1025,Lodging/residential,52034,1976.0,2.0
10,1026,Lodging/residential,88480,1976.0,1.0
10,1027,Lodging/residential,35465,1976.0,2.0
11,1028,Education,81390,1976.0,1.0
11,1029,Education,152559,1976.0,1.0
11,1030,Education,68030,1976.0,1.0
11,1031,Education,93206,1976.0,1.0
11,1032,Education,127632,1976.0,1.0
12,1033,Education,118489,1976.0,1.0
12,1034,Retail,3907,1976.0,1.0
12,1035,Office,14585,1976.0,1.0
12,1036,Office,54207,1976.0,1.0
12,1037,Education,8805,1976.0,1.0
12,1038,Technology/science,9838,1976.0,1.0
12,1039,Education,30171,1976.0,3.0
12,1040,Office,126960,1976.0,1.0
12,1041,Education,8073,1976.0,1.0
12,1042,Office,29547,1976.0,1.0
12,1043,Office,27889,1976.0,1.0
12,1044,Education,150673,1976.0,4.0
12,1045,Office,33530,1976.0,1.0
12,1046,Education,201350,1976.0,1.0
12,1047,Public services,252952,1976.0,1.0
12,1048,Education,275610,1976.0,1.0
12,1049,Education,94399,1976.0,1.0
12,1050,Office,50493,1976.0,2.0
12,1051,Education,28406,1976.0,1.0
12,1052,Retail,45305,1976.0,2.0
12,1053,Office,21582,1976.0,1.0
12,1054,Education,204998,1976.0,4.0
12,1055,Education,86714,1976.0,4.0
12,1056,Education,72958,1976.0,1.0
12,1057,Education,26372,1976.0,4.0
12,1058,Education,84346,1976.0,1.0
12,1059,Entertainment/public assembly,116186,1976.0,1.0
12,1060,Entertainment/public assembly,71806,1976.0,1.0
12,1061,Retail,44218,1976.0,1.0
12,1062,Education,65843,1976.0,1.0
12,1063,Education,58157,1976.0,1.0
12,1064,Education,131212,1976.0,1.0
12,1065,Office,12152,1976.0,1.0
12,1066,Education,55800,1976.0,1.0
12,1067,Education,125701,1976.0,1.0
12,1068,Education,112956,1976.0,1.0
13,1069,Office,20864,1976.0,1.0
13,1070,Lodging/residential,230747,1976.0,1.0
13,1071,Office,10385,1976.0,1.0
13,1072,Healthcare,305000,1976.0,1.0
13,1073,Office,194111,1976.0,1.0
13,1074,Office,89858,1976.0,1.0
13,1075,Office,72709,1976.0,1.0
13,1076,Lodging/residential,117054,1976.0,1.0
13,1077,Entertainment/public assembly,19454,1976.0,1.0
13,1078,Entertainment/public assembly,80438,1976.0,1.0
13,1079,Education,14185,1976.0,1.0
13,1080,Education,207115,1976.0,1.0
13,1081,Manufacturing/industrial,11470,1976.0,1.0
13,1082,Office,57394,1976.0,1.0
13,1083,Education,100813,1976.0,1.0
13,1084,Office,122922,1976.0,1.0
13,1085,Education,58377,1976.0,1.0
13,1086,Office,143973,1976.0,1.0
13,1087,Office,56569,1976.0,1.0
13,1088,Education,287594,1976.0,1.0
13,1089,Office,62837,1976.0,1.0
13,1090,Office,305047,1976.0,1.0
13,1091,Lodging/residential,233341,1976.0,1.0
13,1092,Office,105167,1976.0,1.0
13,1093,Office,47578,1976.0,1.0
13,1094,Office,70852,1976.0,1.0
13,1095,Education,32256,1976.0,1.0
13,1096,Parking,83772,1976.0,1.0
13,1097,Office,157545,1976.0,1.0
13,1098,Office,131745,1976.0,1.0
13,1099,Education,332884,1976.0,1.0
13,1100,Lodging/residential,174924,1976.0,1.0
13,1101,Office,71936,1976.0,1.0
13,1102,Office,87187,1976.0,1.0
13,1103,Other,23903,1976.0,1.0
13,1104,Public services,199722,1976.0,1.0
13,1105,Food sales and service,33215,1976.0,1.0
13,1106,Office,92099,1976.0,1.0
13,1107,Education,184098,1976.0,1.0
13,1108,Parking,679614,1976.0,1.0
13,1109,Office,102191,1976.0,1.0
13,1110,Office,27145,1976.0,1.0
13,1111,Office,67839,1976.0,1.0
13,1112,Office,190471,1976.0,1.0
13,1113,Office,33401,1976.0,1.0
13,1114,Other,64810,1976.0,1.0
13,1115,Services,42028,1976.0,1.0
13,1116,Services,11681,1976.0,1.0
13,1117,Office,111424,1976.0,1.0
13,1118,Services,26926,1976.0,1.0
13,1119,Office,119509,1976.0,1.0
13,1120,Services,70040,1976.0,1.0
13,1121,Education,85732,1976.0,1.0
13,1122,Office,84365,1976.0,1.0
13,1123,Office,92994,1976.0,1.0
13,1124,Lodging/residential,153299,1976.0,1.0
13,1125,Parking,271492,1976.0,1.0
13,1126,Education,72332,1976.0,1.0
13,1127,Office,87131,1976.0,1.0
13,1128,Office,58703,1976.0,1.0
13,1129,Office,133100,1976.0,1.0
13,1130,Education,280225,1976.0,1.0
13,1131,Office,25463,1976.0,1.0
13,1132,Office,103926,1976.0,1.0
13,1133,Office,82302,1976.0,1.0
13,1134,Office,152946,1976.0,1.0
13,1135,Education,150393,1976.0,1.0
13,1136,Office,79782,1976.0,1.0
13,1137,Office,27452,1976.0,1.0
13,1138,Education,39988,1976.0,1.0
13,1139,Office,336650,1976.0,1.0
13,1140,Education,156483,1976.0,1.0
13,1141,Parking,20986,1976.0,1.0
13,1142,Office,103718,1976.0,1.0
13,1143,Office,96612,1976.0,1.0
13,1144,Office,152312,1976.0,1.0
13,1145,Manufacturing/industrial,35201,1976.0,1.0
13,1146,Public services,83155,1976.0,1.0
13,1147,Entertainment/public assembly,234476,1976.0,1.0
13,1148,Office,861524,1976.0,1.0
13,1149,Office,293990,1976.0,1.0
13,1150,Office,196043,1976.0,1.0
13,1151,Office,267536,1976.0,1.0
13,1152,Office,118858,1976.0,1.0
13,1153,Technology/science,89456,1976.0,1.0
13,1154,Lodging/residential,262156,1976.0,1.0
13,1155,Warehouse/storage,19059,1976.0,1.0
13,1156,Education,259989,1976.0,1.0
13,1157,Education,37107,1976.0,1.0
13,1158,Public services,294812,1976.0,1.0
13,1159,Office,671507,1976.0,1.0
13,1160,Office,80205,1976.0,1.0
13,1161,Office,53077,1976.0,1.0
13,1162,Office,72958,1976.0,1.0
13,1163,Parking,83919,1976.0,1.0
13,1164,Office,249457,1976.0,1.0
13,1165,Office,28991,1976.0,1.0
13,1166,Office,63771,1976.0,1.0
13,1167,Office,52748,1976.0,1.0
13,1168,Office,577101,1976.0,1.0
13,1169,Education,155439,1976.0,1.0
13,1170,Office,59476,1976.0,1.0
13,1171,Manufacturing/industrial,56851,1976.0,1.0
13,1172,Manufacturing/industrial,63847,1976.0,1.0
13,1173,Manufacturing/industrial,13091,1976.0,1.0
13,1174,Other,27648,1976.0,1.0
13,1175,Manufacturing/industrial,81372,1976.0,1.0
13,1176,Education,142672,1976.0,1.0
13,1177,Office,20444,1976.0,1.0
13,1178,Education,133072,1976.0,1.0
13,1179,Entertainment/public assembly,143228,1976.0,1.0
13,1180,Education,95182,1976.0,1.0
13,1181,Education,60606,1976.0,1.0
13,1182,Warehouse/storage,66585,1976.0,1.0
13,1183,Entertainment/public assembly,166856,1976.0,1.0
13,1184,Lodging/residential,74584,1976.0,1.0
13,1185,Office,129532,1976.0,1.0
13,1186,Lodging/residential,157070,1976.0,1.0
13,1187,Office,121714,1976.0,1.0
13,1188,Office,37096,1976.0,1.0
13,1189,Office,98212,1976.0,1.0
13,1190,Office,39807,1976.0,1.0
13,1191,Education,192152,1976.0,1.0
13,1192,Office,43587,1976.0,1.0
13,1193,Office,106511,1976.0,1.0
13,1194,Office,35829,1976.0,1.0
13,1195,Office,16472,1976.0,1.0
13,1196,Entertainment/public assembly,57201,1976.0,1.0
13,1197,Services,50552,1976.0,1.0
13,1198,Education,85164,1976.0,1.0
13,1199,Warehouse/storage,10559,1976.0,1.0
13,1200,Entertainment/public assembly,545351,1976.0,1.0
13,1201,Education,73597,1976.0,1.0
13,1202,Office,16805,1976.0,1.0
13,1203,Lodging/residential,138602,1976.0,1.0
13,1204,Office,38382,1976.0,1.0
13,1205,Parking,178270,1976.0,1.0
13,1206,Office,99946,1976.0,1.0
13,1207,Healthcare,74443,1976.0,1.0
13,1208,Healthcare,121585,1976.0,1.0
13,1209,Healthcare,115788,1976.0,1.0
13,1210,Office,92500,1976.0,1.0
13,1211,Office,94988,1976.0,1.0
13,1212,Public services,237518,1976.0,1.0
13,1213,Warehouse/storage,39464,1976.0,1.0
13,1214,Office,195437,1976.0,1.0
13,1215,Parking,100328,1976.0,1.0
13,1216,Office,15269,1976.0,1.0
13,1217,Education,73044,1976.0,1.0
13,1218,Entertainment/public assembly,268480,1976.0,1.0
13,1219,Office,91316,1976.0,1.0
13,1220,Public services,381221,1976.0,1.0
13,1221,Office,29062,1976.0,1.0
13,1222,Lodging/residential,187174,1976.0,1.0
14,1223,Office,52141,1976.0,1.0
14,1224,Office,23481,1976.0,1.0
14,1225,Office,122746,1976.0,1.0
14,1226,Education,27995,1976.0,1.0
14,1227,Education,76903,1976.0,1.0
14,1228,Office,162549,1976.0,1.0
14,1229,Office,27646,1976.0,1.0
14,1230,Office,22524,1976.0,1.0
14,1231,Education,13220,1976.0,1.0
14,1232,Education,181328,1976.0,1.0
14,1233,Education,43143,1976.0,1.0
14,1234,Education,46037,1976.0,1.0
14,1235,Public services,278369,1976.0,1.0
14,1236,Office,61756,1976.0,1.0
14,1237,Office,42755,1976.0,1.0
14,1238,Office,129707,1976.0,1.0
14,1239,Office,31300,1976.0,1.0
14,1240,Public services,73277,1976.0,1.0
14,1241,Healthcare,194188,1976.0,1.0
14,1242,Office,23871,1976.0,1.0
14,1243,Healthcare,237704,1976.0,1.0
14,1244,Public services,95526,1976.0,1.0
14,1245,Healthcare,35354,1976.0,1.0
14,1246,Office,50327,1976.0,1.0
14,1247,Food sales and service,69876,1976.0,1.0
14,1248,Office,78002,1976.0,1.0
14,1249,Office,159384,1976.0,1.0
14,1250,Education,232139,1976.0,1.0
14,1251,Education,104604,1976.0,1.0
14,1252,Education,116249,1976.0,1.0
14,1253,Education,134748,1976.0,1.0
14,1254,Education,24979,1976.0,1.0
14,1255,Office,23702,1976.0,1.0
14,1256,Office,37917,1976.0,1.0
14,1257,Office,61274,1976.0,1.0
14,1258,Education,273234,1976.0,1.0
14,1259,Education,71088,1976.0,1.0
14,1260,Office,86455,1976.0,1.0
14,1261,Office,42942,1976.0,1.0
14,1262,Office,65000,1976.0,1.0
14,1263,Education,97838,1976.0,1.0
14,1264,Education,33012,1976.0,1.0
14,1265,Food sales and service,35605,1976.0,1.0
14,1266,Public services,13469,1976.0,1.0
14,1267,Education,138977,1976.0,1.0
14,1268,Office,43007,1976.0,1.0
14,1269,Healthcare,56388,1976.0,1.0
14,1270,Entertainment/public assembly,18551,1976.0,1.0
14,1271,Public services,20540,1976.0,1.0
14,1272,Public services,247471,1976.0,1.0
14,1273,Office,104089,1976.0,1.0
14,1274,Office,17077,1976.0,1.0
14,1275,Office,114166,1976.0,1.0
14,1276,Office,53860,1976.0,1.0
14,1277,Office,45240,1976.0,1.0
14,1278,Education,79949,1976.0,1.0
14,1279,Office,64743,1976.0,1.0
14,1280,Lodging/residential,79900,1976.0,1.0
14,1281,Office,103138,1976.0,1.0
14,1282,Healthcare,12500,1976.0,1.0
14,1283,Public services,76537,1976.0,1.0
14,1284,Education,442438,1976.0,1.0
14,1285,Healthcare,130067,1976.0,1.0
14,1286,Healthcare,205472,1976.0,1.0
14,1287,Education,60582,1976.0,1.0
14,1288,Education,164206,1976.0,1.0
14,1289,Education,194441,1976.0,1.0
14,1290,Education,200442,1976.0,1.0
14,1291,Office,237546,1976.0,1.0
14,1292,Office,58196,1976.0,1.0
14,1293,Office,51471,1976.0,1.0
14,1294,Office,15649,1976.0,1.0
14,1295,Office,115676,1976.0,1.0
14,1296,Office,8836,1976.0,1.0
14,1297,Office,21469,1976.0,1.0
14,1298,Education,171084,1976.0,1.0
14,1299,Education,25401,1976.0,1.0
14,1300,Healthcare,25609,1976.0,1.0
14,1301,Education,62242,1976.0,1.0
14,1302,Office,90411,1976.0,1.0
14,1303,Healthcare,200000,1976.0,1.0
14,1304,Office,91363,1976.0,1.0
14,1305,Lodging/residential,37803,1976.0,1.0
14,1306,Lodging/residential,54172,1976.0,1.0
14,1307,Lodging/residential,66013,1976.0,1.0
14,1308,Lodging/residential,62279,1976.0,1.0
14,1309,Lodging/residential,58041,1976.0,1.0
14,1310,Lodging/residential,57274,1976.0,1.0
14,1311,Lodging/residential,66794,1976.0,1.0
14,1312,Lodging/residential,75000,1976.0,1.0
14,1313,Healthcare,68637,1976.0,1.0
14,1314,Education,73813,1976.0,1.0
14,1315,Entertainment/public assembly,82789,1976.0,1.0
14,1316,Entertainment/public assembly,49975,1976.0,1.0
14,1317,Entertainment/public assembly,180806,1976.0,1.0
14,1318,Entertainment/public assembly,73488,1976.0,1.0
14,1319,Entertainment/public assembly,287419,1976.0,1.0
14,1320,Entertainment/public assembly,34565,1976.0,1.0
14,1321,Entertainment/public assembly,370024,1976.0,1.0
14,1322,Entertainment/public assembly,166489,1976.0,1.0
14,1323,Office,87200,1976.0,1.0
14,1324,Entertainment/public assembly,84688,1976.0,1.0
15,1325,Entertainment/public assembly,155177,1915.0,1.0
15,1326,Office,46981,1962.0,1.0
15,1327,Education,98125,2011.0,1.0
15,1328,Education,279840,2008.0,1.0
15,1329,Technology/science,60100,1912.0,1.0
15,1330,Education,173983,1986.0,1.0
15,1331,Education,171008,1930.0,1.0
15,1332,Education,47398,1912.0,1.0
15,1333,Office,31316,1913.0,1.0
15,1334,Office,130794,1933.0,1.0
15,1335,Public services,136817,1953.0,1.0
15,1336,Office,31053,1915.0,1.0
15,1337,Office,14744,1910.0,1.0
15,1338,Education,31415,1912.0,1.0
15,1339,Education,140488,1961.0,1.0
15,1340,Manufacturing/industrial,111518,1968.0,1.0
15,1341,Education,18342,1960.0,1.0
15,1342,Education,116854,1978.0,1.0
15,1343,Office,110380,1985.0,1.0
15,1344,Education,125507,1974.0,1.0
15,1345,Education,20889,1976.0,1.0
15,1346,Education,34875,1993.0,1.0
15,1347,Education,322341,1995.0,1.0
15,1348,Education,131271,2010.0,1.0
15,1349,Manufacturing/industrial,7919,1970.0,1.0
15,1350,Education,149762,2004.0,1.0
15,1351,Office,40611,1976.0,1.0
15,1352,Office,42755,1976.0,1.0
15,1353,Religious worship,22201,1976.0,1.0
15,1354,Education,23232,1976.0,1.0
15,1355,Education,50567,1976.0,1.0
15,1356,Education,91253,1976.0,1.0
15,1357,Office,21618,1976.0,1.0
15,1358,Lodging/residential,61439,1903.0,1.0
15,1359,Education,124289,1904.0,1.0
15,1360,Entertainment/public assembly,111530,1988.0,1.0
15,1361,Education,233863,1921.0,1.0
15,1362,Education,113988,1923.0,1.0
15,1363,Office,157933,1932.0,1.0
15,1364,Utility,74922,1940.0,1.0
15,1365,Lodging/residential,129664,1941.0,1.0
15,1366,Office,87977,1947.0,1.0
15,1367,Education,33695,1948.0,1.0
15,1368,Entertainment/public assembly,199037,1949.0,1.0
15,1369,Entertainment/public assembly,53194,1953.0,1.0
15,1370,Education,4773,1976.0,1.0
15,1371,Public services,50577,1956.0,1.0
15,1372,Education,16289,1957.0,1.0
15,1373,Education,105434,2014.0,1.0
15,1374,Office,159662,1956.0,1.0
15,1375,Office,115288,1957.0,1.0
15,1376,Public services,240026,1960.0,1.0
15,1377,Education,74599,1984.0,1.0
15,1378,Education,214505,1990.0,1.0
15,1379,Office,49553,1963.0,1.0
15,1380,Education,204029,2010.0,1.0
15,1381,Office,84615,1963.0,1.0
15,1382,Public services,243072,1965.0,1.0
15,1383,Education,105612,1967.0,1.0
15,1384,Education,56969,1967.0,1.0
15,1385,Education,124521,1967.0,1.0
15,1386,Entertainment/public assembly,82035,1975.0,1.0
15,1387,Office,187041,1973.0,1.0
15,1388,Healthcare,45465,1990.0,1.0
15,1389,Entertainment/public assembly,17104,1953.0,1.0
15,1390,Entertainment/public assembly,93608,1951.0,1.0
15,1391,Entertainment/public assembly,68693,1956.0,1.0
15,1392,Entertainment/public assembly,76153,1963.0,1.0
15,1393,Entertainment/public assembly,151900,1990.0,1.0
15,1394,Entertainment/public assembly,16351,2002.0,1.0
15,1395,Lodging/residential,98624,1976.0,1.0
15,1396,Lodging/residential,96336,1913.0,1.0
15,1397,Lodging/residential,19984,1914.0,1.0
15,1398,Lodging/residential,20291,1925.0,1.0
15,1399,Lodging/residential,166814,1929.0,1.0
15,1400,Lodging/residential,21168,1928.0,1.0
15,1401,Lodging/residential,168791,1946.0,1.0
15,1402,Lodging/residential,133594,1961.0,1.0
15,1403,Lodging/residential,78438,2004.0,1.0
15,1404,Lodging/residential,169290,2006.0,1.0
15,1405,Lodging/residential,142901,2007.0,1.0
15,1406,Lodging/residential,136522,2005.0,1.0
15,1407,Lodging/residential,83141,2006.0,1.0
15,1408,Entertainment/public assembly,28760,2007.0,1.0
15,1409,Lodging/residential,48881,1902.0,1.0
15,1410,Office,11524,1994.0,1.0
15,1411,Education,9111,1958.0,1.0
15,1412,Lodging/residential,39538,1953.0,1.0
15,1413,Lodging/residential,65999,1975.0,1.0
15,1414,Lodging/residential,65663,1975.0,1.0
15,1415,Lodging/residential,40492,1975.0,1.0
15,1416,Lodging/residential,41236,1975.0,1.0
15,1417,Lodging/residential,40451,1975.0,1.0
15,1418,Lodging/residential,41302,1975.0,1.0
15,1419,Lodging/residential,40629,1975.0,1.0
15,1420,Entertainment/public assembly,95079,1975.0,1.0
15,1421,Education,47934,1976.0,1.0
15,1422,Lodging/residential,19876,1932.0,1.0
15,1423,Lodging/residential,18277,1965.0,1.0
15,1424,Lodging/residential,24103,1964.0,1.0
15,1425,Utility,4071,1990.0,1.0
15,1426,Entertainment/public assembly,15450,1948.0,1.0
15,1427,Education,180625,1933.0,1.0
15,1428,Education,28432,1933.0,1.0
15,1429,Education,40461,2002.0,1.0
15,1430,Office,53303,1981.0,1.0
15,1431,Public services,111360,2000.0,1.0
15,1432,Education,160673,1968.0,1.0
15,1433,Education,28084,1913.0,1.0
15,1434,Education,33148,1967.0,1.0
15,1435,Education,9552,1961.0,1.0
15,1436,Manufacturing/industrial,11302,1937.0,1.0
15,1437,Education,111518,1968.0,1.0
15,1438,Education,108971,1990.0,1.0
15,1439,Education,56497,1957.0,1.0
15,1440,Lodging/residential,150294,1987.0,1.0
15,1441,Education,30143,1951.0,1.0
15,1442,Public services,99541,1993.0,1.0
15,1443,Education,40311,1913.0,1.0
15,1444,Entertainment/public assembly,19619,1914.0,1.0
15,1445,Education,4298,1976.0,1.0
15,1446,Entertainment/public assembly,11265,1997.0,1.0
15,1447,Lodging/residential,29775,2001.0,1.0
15,1448,Office,92271,2001.0,1.0
